Row_ID,Household_ID,Vehicle,Calendar_Year,Model_Year,Blind_Make,Blind_Model,Blind_Submodel,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,Cat7,Cat8,Cat9,Cat10,Cat11,Cat12,OrdCat,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,NVCat,NVVar1,NVVar2,NVVar3,NVVar4,Claim_Amount
1560,967,1,2005,2003,AH,AH.119,AH.119.0,D,C,A,?,?,E,?,B,B,A,B,C,5,3.2953467000000005,1.950431,1.7683107,1.8386046000000005,2.7395308,2.6963763,1.6573378,1.104001,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1561,968,3,2005,2002,O,O.19,O.19.0,F,C,B,B,A,C,?,A,B,A,A,D,2,-0.8667715,-0.470329,-0.9622487,-0.5293134,-1.1261125,-1.0127747,-0.9353486,-0.17207650000000002,B,-0.2315299,-0.2661168,-0.2723372000000001,1.9619883,0.0
1562,969,1,2005,1997,AJ,AJ.40,AJ.40.0,I,?,A,?,?,B,?,A,B,A,B,B,4,-0.0391688,-0.6086581999999999,-0.4300210999999999,-0.5293134,-0.15672809999999998,0.4119323,0.5023022,0.0188155,L,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1563,970,2,2005,2002,AU,AU.77,AU.77.0,I,A,A,?,?,B,?,A,B,A,A,B,4,-0.6176872,-0.2974176,-0.3837404,-0.3601764,-0.7811781999999999,-0.0196907,0.8217800999999999,-0.3680007,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1564,970,3,2005,2002,AO,AO.33,AO.33.2,C,C,A,C,B,C,B,A,B,B,C,D,2,-1.405115,0.9129624,-0.7308454000000001,0.8237825999999999,-1.7208269,-0.9075008,-1.4882911,1.087045,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1565,971,1,2005,2002,BW,BW.157,BW.157.1,I,C,B,?,?,E,?,B,B,C,E,F,5,1.447302,1.6910638,1.5831879,1.5848991,1.6749921000000003,1.7968693,1.5958997,1.7339994,A,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1566,972,2,2005,2006,AJ,AJ.122,AJ.122.1,D,C,A,?,?,C,?,A,B,A,A,B,4,1.1017979,-0.6778228000000001,-0.6151437,-0.7322778,0.7412906,-0.4864050999999999,0.4285765,-0.3635155000000001,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1567,973,1,2005,1995,L,L.28,L.28.1,F,?,A,C,A,B,?,A,B,B,B,D,4,-0.3605679,-0.5567847,-0.036635400000000005,-0.5293134,0.217942,-0.402186,-1.2179637,-0.4959913,I,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1568,973,2,2005,2002,AU,AU.27,AU.27.0,D,A,A,?,?,C,?,A,B,A,A,B,2,0.3304401,-0.7642785,-1.2862133999999998,-0.8168463,0.6996606,-0.4571624,0.0599481,-0.8056849,I,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1569,974,1,2005,2001,BV,BV.8,BV.8.1,B,C,A,A,A,B,C,B,B,A,A,C,2,-0.4007428,-0.6432405,-0.4531614000000001,-0.6984504,-0.26377670000000003,-0.6560130999999999,-1.0090742,-0.5598772,N,-0.2315299,2.7836161,-0.2723372000000001,-0.2514189,0.0
1570,974,3,2005,2003,BT,BT.43,BT.43.3,A,C,B,A,A,B,C,B,A,A,A,D,2,-0.4087778,0.031114099999999995,-0.9391084,-0.0388161,-0.7692839,-0.4700292,-0.9353486,1.0547739,N,-0.2315299,2.7836161,-0.2723372000000001,-0.2514189,0.0
1571,975,1,2005,1992,AR,AR.37,AR.37.0,F,?,D,C,A,F,?,A,B,A,B,E,2,-1.2604854,-1.7152913,-1.2399328,-1.7470998,-1.5126768,-1.467792,-1.365415,-1.3021135,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1572,975,2,2005,1997,AX,AX.2,AX.2.2,B,?,A,A,A,F,C,B,B,B,A,B,2,-1.5176047,-2.0265319,-2.1886864,-2.0515463,-1.6137781999999998,-1.9005848,-0.8984856999999999,-1.4279163,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1573,975,3,2005,1999,Y,Y.42,Y.42.2,F,C,A,C,A,D,?,B,B,B,A,D,4,-0.3605679,-0.6432405,-0.036635400000000005,-0.5293134,0.5688234999999999,-0.3284942,-1.0950875,-0.3084905,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,8.061589
1574,975,4,2005,2000,AJ,AJ.38,AJ.38.1,I,C,A,?,?,B,?,A,B,A,A,F,4,-0.8265966,-0.470329,-0.4300210999999999,-0.5293134,-0.6146581,0.1031288,0.539165,-0.1403524,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1575,975,5,2005,1999,AQ,AQ.17,AQ.17.1,B,C,A,A,A,D,C,B,B,C,B,D,4,-0.0954137,0.2213167,0.5418729999999999,0.2318031,0.5747706,-0.16824389999999995,-0.8739104999999999,0.2264447,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1576,975,6,2005,2003,W,W.20,W.20.3,I,A,A,?,?,B,?,A,B,A,B,B,4,-0.6176872,0.3942281,-0.10605639999999998,0.3163716,-0.9952753,0.0715467,1.1289705,-0.1977841,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1577,975,7,2005,2004,BU,BU.38,BU.38.6,F,A,A,C,A,B,B,A,B,A,A,C,2,-0.4810925999999999,-0.6432405,-0.6151437,-0.6984504,0.1525234,-0.22555970000000006,-0.9476362,0.3727041,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1578,975,8,2005,2002,AJ,AJ.129,AJ.129.3,G,C,A,A,C,E,A,A,A,B,B,C,4,0.7000491,0.2213167,1.0509603,0.1472346,0.6164006,0.5511279,0.4162889,0.010064,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1579,975,9,2005,2001,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,A,A,D,5,2.130275,0.0,1.6757493000000003,0.0,2.043715,0.732433,1.2395589,-0.08456160000000001,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1580,975,10,2005,2004,BW,BW.167,BW.167.0,I,C,F,?,?,D,?,B,A,A,A,C,5,0.3224052,1.4316966999999998,1.5600476,1.5848991,0.4558277,1.4518048,1.6942006,1.3249763,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1581,975,11,2005,2006,Y,Y.21,Y.21.3,B,C,A,A,A,C,C,B,B,B,A,B,2,-0.698037,-0.8161519,-0.9622487,-0.7830189000000001,-0.6443939000000001,-0.9437618,-0.8616229,-0.7835873000000001,H,1.1401981,-0.2661168,-0.2723372000000001,1.0766255,0.0
1582,976,1,2005,1998,AH,AH.68,AH.68.0,I,?,A,?,?,B,?,B,B,B,A,D,4,-0.4007428,0.0484052,-0.9853891,0.1472346,-0.4362438,0.09845,0.1951119,0.10545530000000003,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1583,977,1,2005,2000,L,L.29,L.29.1,B,C,A,A,A,D,C,B,B,B,A,C,4,-0.11951860000000003,-0.2109619,0.1484873,-0.2756079,0.31904340000000003,-0.2501236,-0.984499,-0.2765475,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1584,978,2,2005,1991,AO,AO.11,AO.11.4,C,?,D,B,B,F,?,A,B,A,A,D,2,-1.7184792000000002,-1.3694685,-1.4250553999999998,-1.4088258,-2.5355854,-1.8947362,-1.5497292,-1.3507937,H,1.1401981,3.3935626000000005,-0.2723372000000001,-0.2514189,0.0
1585,978,3,2005,1988,AJ,AJ.9,AJ.9.1,I,?,C,?,?,B,?,A,B,B,A,C,5,-0.5855473000000001,-0.0380505,1.6294687,-0.10647089999999998,-0.6324996,1.0119936,1.3870103,-0.6225598000000001,H,1.1401981,3.3935626000000005,-0.2723372000000001,-0.2514189,0.0
1586,978,4,2005,1994,X,X.38,X.38.0,C,A,A,C,A,B,?,A,B,A,A,D,4,-0.8587365,-0.8161519,-0.0597757,-0.5293134,-0.5730281,-0.6805770000000001,-1.2056761,-0.7217799,H,1.1401981,3.3935626000000005,-0.2723372000000001,-0.2514189,4.933841
1587,978,5,2005,1998,AU,AU.14,AU.14.0,B,?,A,A,A,B,C,A,B,B,A,C,2,-0.7141069,-0.6432405,-0.6845648,-0.6984504,-0.4778738,-0.8513546999999999,-0.8370476,-0.4621887,H,1.1401981,3.3935626000000005,-0.2723372000000001,-0.2514189,0.0
1588,978,6,2005,1993,AW,AW.1,AW.1.0,I,?,C,?,?,F,?,A,B,B,A,B,2,-2.0398781,-1.8536204,-1.8184412,-1.8824093,-2.8924141,-1.6631336,0.3548508,-1.3754073,H,1.1401981,3.3935626000000005,-0.2723372000000001,-0.2514189,0.0
1589,978,7,2005,1992,AZ,AZ.26,AZ.26.2,B,?,D,A,A,C,C,A,B,B,A,B,2,-0.8346315999999999,-0.9890633,-1.2862133999999998,-1.0367243,-0.7276539000000001,-0.9905502,-1.1319503999999998,-0.6256229,H,1.1401981,3.3935626000000005,-0.2723372000000001,-0.2514189,0.0
1590,979,1,2005,1999,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,B,E,B,5,2.130275,0.1348609,1.4674863,0.3163716,1.9664022,0.7663545999999999,1.2395589,-0.2781884,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1591,980,2,2005,1995,BV,BV.9,BV.9.0,A,?,A,A,A,D,C,A,B,A,E,D,5,0.1456357,1.0858738,0.5418729999999999,0.9929196,0.8483392,0.4832847,-0.8984856999999999,0.9262363,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1592,980,3,2005,2003,AU,AU.14,AU.14.1,B,C,B,A,A,B,C,A,B,B,B,B,2,-0.1436235,-0.2109619,-0.3837404,-0.2756079,0.0216862,-0.6852558000000001,-0.5912954,-0.35159159999999995,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1593,980,4,2005,2005,AU,AU.14,AU.14.1,B,C,A,A,A,B,C,A,B,A,A,D,2,-0.1436235,-0.2974176,-0.3837404,-0.2756079,0.06926339999999999,-0.6384674,-0.5912954,-0.2180219,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1594,981,1,2005,1984,BW,BW.95,BW.95.0,D,?,C,?,?,C,?,A,B,A,B,E,4,-0.2962881,-1.3348862,-1.7027395,-1.3749983,-0.7692839,-1.342633,-0.4069812,-1.6853197,L,-0.2315299,4.3084822,-0.2723372000000001,-0.2514189,0.0
1595,981,2,2005,2002,Y,Y.29,Y.29.2,B,C,B,A,A,D,C,B,B,A,A,B,4,-0.11951860000000003,0.2213167,0.2179083,0.1472346,0.5271934,-0.3261548,-0.6650210999999999,-0.2223976,L,-0.2315299,4.3084822,-0.2723372000000001,-0.2514189,0.0
1596,981,3,2005,1997,BV,BV.20,BV.20.4,B,?,A,A,A,B,C,B,B,A,B,B,4,-0.3605679,-0.5567847,-0.2448984,-0.5293134,0.1525234,-0.232578,-0.9722114,-0.372267,L,-0.2315299,4.3084822,-0.2723372000000001,-0.2514189,0.0
1597,982,4,2005,2003,Y,Y.29,Y.29.0,B,C,B,A,A,D,C,B,B,B,A,C,4,-0.11951860000000003,-0.12450619999999997,0.2179083,-0.1910394,0.5271934,-0.2314083,-0.6650210999999999,-0.1316009,N,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1598,983,2,2005,2001,AJ,AJ.58,AJ.58.1,D,C,A,?,?,D,?,A,B,B,E,B,5,2.130275,0.4806838,1.6757493000000003,0.4855086,2.043715,0.732433,1.2395589,-0.08456160000000001,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1599,984,3,2005,2003,BT,BT.43,BT.43.3,A,C,B,A,A,B,C,B,A,A,B,D,2,-0.4087778,0.031114099999999995,-0.9391084,-0.0388161,-0.7692839,-0.4700292,-0.9353486,1.0547739,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1600,984,4,2005,2005,BO,BO.35,BO.35.2,I,A,A,?,?,D,?,A,B,A,D,F,5,0.5795245,2.5556209,0.9121183,2.599721,0.5747706,1.317288,1.1412581,0.5171038,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1601,985,1,2005,2004,Y,Y.29,Y.29.2,B,C,A,A,A,D,C,B,B,B,A,C,4,-0.11951860000000003,0.9129624,0.2179083,0.8237825999999999,0.5271934,-0.14251029999999998,-0.6650210999999999,-0.0440859,F,-0.2315299,-0.2661168,-0.2723372000000001,3.068692,0.0
1602,987,1,2005,2003,X,X.45,X.45.8,B,C,A,A,A,D,C,A,B,B,F,D,4,-0.28021820000000003,-0.7296961999999999,0.2179083,-0.7830189000000001,0.384462,-0.2934029,-0.8124724,-0.2705309,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1603,988,2,2005,2001,AU,AU.25,AU.25.0,D,A,A,?,?,C,?,A,B,A,C,C,4,0.3304401,-0.2974176,-0.1986177,-0.3601764,0.1168405,0.2692277,0.4531517,-0.35924920000000005,L,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1604,989,1,2005,2000,BO,BO.38,BO.38.2,G,A,A,A,C,D,A,A,B,B,A,B,4,0.5875594,-0.6432405,1.0972409,-0.6984504,0.5034049,0.2914522,0.7111916,0.004594300000000001,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1605,989,2,2005,2002,BO,BO.52,BO.52.1,D,A,A,?,?,D,?,A,B,A,C,D,4,0.6839791999999999,0.4806838,1.8145913,0.4009401,0.9851235,1.0669701,1.4361608,-0.38977,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1606,989,3,2005,2005,J,J.6,J.6.1,I,C,A,?,?,B,?,A,B,A,B,B,4,0.3465101,1.0858738,1.6757493000000003,0.9929196,0.4617749,0.9312837,0.4654393,0.6150111999999999,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1607,990,1,2005,2000,BO,BO.3,BO.3.1,H,A,A,?,?,D,?,A,B,B,A,D,5,-0.2159383,0.6535951999999999,1.791451,0.6546456,-0.2340409,0.6985114,2.062829,-0.3148353,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1608,990,2,2005,1997,Y,Y.4,Y.4.0,C,?,A,B,A,B,?,B,B,A,A,D,4,-0.8748065,0.2213167,0.472452,0.1472346,0.1227877,-0.3425308,-1.4022778,-0.5850378,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1609,992,1,2005,2001,BO,BO.44,BO.44.2,D,A,A,?,?,D,?,A,B,B,B,D,5,2.1463451,0.6535951999999999,1.6757493000000003,0.6546456,1.9604551,1.3593976,1.0921077,-0.015096600000000003,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1610,993,2,2005,2005,BF,BF.31,BF.31.1,E,C,B,A,A,D,A,A,A,B,E,B,4,0.6438043000000001,0.0484052,0.472452,-0.0219024,0.3904091,0.3616348,-0.542145,-0.0036102,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1611,994,1,2005,2001,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,B,A,B,5,2.130275,0.8265066999999999,1.6294687,1.1620566,2.0675037,1.1628863,1.3747227,0.4525615,C,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,79.10006
1612,994,2,2005,2002,K,K.74,K.74.0,D,A,A,?,?,C,?,C,B,A,A,C,2,-0.698037,-0.7815696,-1.2862133999999998,-0.8337600000000001,-0.400561,-0.9788531,0.1705366,-0.928534,C,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1613,994,3,2005,2002,L,L.26,L.26.1,F,C,A,C,A,B,?,B,B,A,A,D,2,-0.4007428,-0.8161519,-0.3837404,-0.8675874,-0.2875652,-0.6092247,-0.9353486,-0.476738,C,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1614,995,1,2005,2001,Y,Y.34,Y.34.1,B,C,A,A,A,B,C,B,B,A,A,C,4,-0.4007428,-0.2974176,-0.6151437,-0.2756079,-0.043732400000000005,-0.6267703,-0.7387468,-0.6435634,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1615,996,2,2005,2003,AH,AH.119,AH.119.0,D,C,A,?,?,E,?,B,B,A,B,C,5,3.2953467000000005,1.950431,1.7683107,1.8386046000000005,2.7395308,2.6963763,1.6573378,1.104001,N,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1616,997,2,2005,2004,AR,AR.45,AR.45.0,C,C,B,C,A,B,?,A,A,A,F,B,?,-0.4489527,1.0858738,-0.5457227,0.9929196,-1.0012225,-0.6267703,-1.2179637,0.3059739,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1617,998,1,2005,2002,X,X.45,X.45.10,B,C,A,A,A,D,C,C,B,A,A,B,4,-0.28021820000000003,-0.7296961999999999,0.2179083,-0.7830189000000001,0.384462,-0.2723481,-0.8124724,-0.320305,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1618,1000,1,2005,1998,AJ,AJ.38,AJ.38.0,I,?,A,?,?,B,?,A,B,A,C,B,4,-0.8265966,-0.470329,-0.4300210999999999,-0.5293134,-0.7454953000000001,0.1230139,0.6251783000000001,-0.1567614,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1619,1001,1,2005,1992,AJ,AJ.52,AJ.52.0,D,?,C,?,?,D,?,A,B,B,A,B,5,0.386685,-0.0380505,1.6063284,-0.10647089999999998,0.3547263,0.09845,0.9938067,-1.1215045,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1620,1002,2,2005,1981,AJ,AJ.9,AJ.9.1,I,?,C,?,?,B,?,A,B,A,C,B,5,-0.5855473000000001,-0.7296961999999999,1.1898023000000002,-0.4447449000000001,-0.8049666999999999,0.6447046999999999,1.3501475,-1.2279446000000005,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1621,1003,1,2005,1997,K,K.60,K.60.0,I,?,A,?,?,F,?,A,B,A,A,D,2,-1.3729751,-1.1619748,-1.2399328,-1.2058613,-1.6494612000000002,-1.1402731000000002,0.2811252,-0.7750545999999999,N,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1622,1003,2,2005,1994,R,R.20,R.20.4,B,?,A,A,A,C,C,A,B,B,F,F,2,-1.1721007,-1.2484305,-1.2399328,-1.2904298,-1.0606938999999995,-1.0993333,-0.8124724,-0.685133,N,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1623,1003,3,2005,1995,AU,AU.11,AU.11.3,B,?,A,A,A,B,C,A,B,A,A,D,4,-0.4569876,0.0484052,-0.5457227,-0.0219024,-0.2043052,-0.6852558000000001,-0.82476,-0.3176796,N,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1624,1004,1,2005,1997,AU,AU.40,AU.40.0,I,?,A,?,?,B,?,A,B,A,A,E,4,-0.4569876,-0.3319999,-0.7771260999999999,-0.3940038,-0.7633367,0.5230547999999999,0.539165,0.4885521,E,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1625,1005,2,2005,1985,L,L.28,L.28.0,F,?,C,C,A,D,?,A,B,A,B,B,5,-0.3123581,-0.6432405,0.0559259,-0.6138819000000001,0.6401892,-0.4138831,-0.984499,-1.3335096000000002,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1626,1007,2,2005,1991,BW,BW.3,BW.3.0,D,?,C,?,?,D,?,A,B,A,B,C,5,0.4429298,0.0484052,1.0972409,0.3163716,0.176312,0.1230139,0.9446563,-0.929628,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1627,1007,3,2005,2003,K,K.7,K.7.7,B,A,A,A,A,B,C,B,A,B,C,D,4,-0.3927078,0.0829875,-0.3143194,0.3163716,-0.1150981,-0.5858305,-0.5912954,-0.2249137,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1628,1008,1,2005,2001,L,L.6,L.6.0,I,C,B,?,?,B,?,B,B,A,C,E,4,-0.2962881,-0.0380505,0.3798906,-0.10647089999999998,-0.5373453,0.22477870000000005,0.4900146,-0.0993297,F,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1629,1009,2,2005,2002,BH,BH.20,BH.20.4,B,A,F,A,A,C,C,A,B,A,C,D,2,-0.7703518,-1.1619748,-1.2167925,-1.2058613,-0.8049666999999999,-1.100503,-1.0582247,-0.8380654000000001,J,-0.2315299,-0.2661168,4.2094035000000005,-0.2514189,0.0
1630,1009,4,2005,2002,AU,AU.27,AU.27.0,D,A,A,?,?,C,?,A,B,B,A,B,2,0.3304401,-0.7642785,-1.2862133999999998,-0.8168463,0.6996606,-0.4571624,0.0599481,-0.8056849,J,-0.2315299,-0.2661168,4.2094035000000005,-0.2514189,0.0
1631,1009,5,2005,1990,O,O.10,O.10.1,F,?,D,B,A,C,?,A,B,B,C,D,2,-0.9310513,-0.9890633,-1.0779504999999998,-1.0367243,-1.0844824,-1.2139648,-1.2916894,-0.6627073,J,-0.2315299,-0.2661168,4.2094035000000005,-0.2514189,0.0
1632,1009,6,2005,2004,AJ,AJ.49,AJ.49.1,D,C,A,?,?,D,?,A,B,A,C,C,5,2.130275,1.950431,1.5831879,1.8386046000000005,1.9545078,2.2401892999999995,1.5467494,1.1242388,J,-0.2315299,-0.2661168,4.2094035000000005,-0.2514189,0.0
1633,1009,7,2005,2002,BG,BG.4,BG.4.1,C,C,B,C,A,B,?,A,A,B,F,B,4,-1.5577796,2.2962537,-0.5457227,2.1768785,-0.9893282,-0.7273654,-1.3899902,5.3812947,J,-0.2315299,-0.2661168,4.2094035000000005,-0.2514189,0.0
1634,1009,8,2005,2004,AJ,AJ.49,AJ.49.1,D,C,A,?,?,D,?,A,B,A,A,E,5,2.130275,1.950431,1.5831879,1.8386046000000005,1.9545078,2.2401892999999995,1.5467494,1.1242388,J,-0.2315299,-0.2661168,4.2094035000000005,-0.2514189,0.0
1635,1010,1,2005,2000,AJ,AJ.82,AJ.82.2,?,A,A,?,?,?,?,A,B,A,F,C,5,3.5524662000000005,0.4806838,0.0,0.7392141,0.0,0.0,0.0,0.0,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1636,1010,2,2005,2001,BW,BW.167,BW.167.0,I,C,B,?,?,D,?,B,B,A,A,B,5,0.3224052,1.6910638,1.5831879,1.5848991,0.4617749,1.4518048,1.4115856000000002,0.9771044,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1637,1011,1,2005,1991,AH,AH.7,AH.7.0,D,?,C,?,?,D,?,A,B,B,A,E,5,2.3713245,0.0484052,1.0972409,0.3163716,1.5976793,1.3114395,0.9692315,-0.7935422,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1638,1012,1,2005,1988,BV,BV.3,BV.3.2,B,?,C,A,A,B,C,A,B,B,A,D,4,-0.0954137,-0.6432405,0.0790663,-0.6984504,0.3130963,-0.32147600000000004,-0.9353486,-0.3782837,E,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1639,1012,2,2005,1989,BO,BO.3,BO.3.1,H,?,C,?,?,D,?,A,B,A,A,B,5,-0.1918334,-0.2974176,1.791451,-0.3601764,-0.7276539000000001,-0.0009754,1.9153777,-1.0569623,E,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1640,1012,3,2005,1999,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,A,E,D,5,0.5634545,1.1723295,1.4906267,1.0774881,0.7234491999999999,0.393217,1.0429572,-0.3624216,E,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1641,1013,1,2005,1989,BW,BW.49,BW.49.1,H,?,C,?,?,D,?,A,B,B,A,C,5,-0.1596935,-0.2974176,1.72203,-0.3601764,-0.7692839,0.1826691,2.0996919,-0.9842154,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1642,1014,1,2005,1997,AJ,AJ.58,AJ.58.2,D,?,A,?,?,D,?,A,B,B,B,C,5,2.130275,0.4806838,1.4674863,0.4855086,1.7641993000000002,0.5359216,1.2272713,-0.6829451,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1643,1014,2,2005,1999,AJ,AJ.58,AJ.58.2,D,C,E,?,?,D,?,A,B,C,B,F,4,2.130275,0.1348609,1.4674863,0.3163716,1.9664022,0.7663545999999999,1.2395589,-0.2781884,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1644,1014,4,2005,2004,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,A,D,B,5,2.130275,0.6535951999999999,1.5831879,0.8068689,1.9545078,1.8986341,1.3255723,0.7725380999999999,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1645,1014,6,2005,2005,AJ,AJ.49,AJ.49.1,D,C,A,?,?,D,?,A,B,A,B,B,5,2.130275,1.0858738,1.5831879,1.8386046000000005,1.9545078,2.2097769,1.6327626,1.1844053999999995,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1646,1014,7,2005,2005,AJ,AJ.49,AJ.49.1,D,C,A,?,?,D,?,A,B,B,F,B,5,2.130275,0.6535951999999999,1.5831879,0.8068689,1.9545078,2.2097769,1.6327626,1.1844053999999995,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1647,1015,1,2005,1994,AJ,AJ.40,AJ.40.0,I,?,C,?,?,B,?,A,B,B,A,C,4,-0.0070289,-0.5567847,-0.4300210999999999,-0.5293134,-0.4065081,0.3008099,0.5637403,-0.2262264,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1648,1015,2,2005,1992,K,K.7,K.7.5,B,?,E,A,A,B,C,A,B,B,A,C,2,-0.7141069,-1.0755191000000002,-0.5457227,0.1472346,-0.1983581,-0.636128,-0.9353486,-0.5354824,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1649,1016,1,2005,1997,X,X.3,X.3.1,B,?,A,A,A,C,C,A,B,B,A,C,2,-0.4409177,-1.0755191000000002,-0.6845648,-1.1212928,-0.4302967,-0.9566286,-1.0090742,-0.9744794,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1650,1016,4,2005,1994,BW,BW.156,BW.156.0,I,?,C,?,?,E,?,A,B,A,A,D,5,1.5678266,0.0484052,1.1435217,0.3163716,1.6868863999999997,1.2517843000000002,1.4975989,-0.0778886,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1651,1019,2,2005,2005,R,R.27,R.27.1,B,C,B,A,A,B,C,A,A,B,A,E,3,-0.8426665999999999,-0.6432405,-0.6382840999999999,-0.6984504,-0.7038653,-0.4173922000000001,-0.6404458000000001,-0.3624216,O,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
1652,1022,1,2005,2000,Y,Y.34,Y.34.0,B,C,A,A,A,B,C,B,B,A,A,B,4,-0.4007428,-0.2974176,-0.6151437,-0.2756079,-0.043732400000000005,-0.6267703,-0.7387468,-0.6462982,M,-0.2315299,-0.2661168,-0.2723372000000001,-0.2514189,0.0
